ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto",¿Existencias?,Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,Marcas,"Meta: _wm_code_meli","Meta: _wm_template_sync_id","Meta: _wm_sync_warning","Meta: _wm_seller_id","Meta: _wm_sync_problem","Meta: _wm_sync_problem_msg","Meta: _wm_imported","Meta: _wm_is_multiple","Meta: _wm_last_updated","Meta: _wm_variation_id","Meta: _wm_health","Meta: _wm_experience","Meta: _wm_channels","Meta: _wm_channels_ml","Meta: _wm_domain_id","Meta: _wm_total_sales","Meta: _wm_status_meli","Meta: _wm_status","Meta: _wm_sync_status","Meta: _wm_url_meli","Meta: _alg_wc_cpp_currency","Meta: _wm_currency_id","Meta: _wm_buying_mode","Meta: _wm_listing_type_id","Meta: _wm_listing_type_saved","Meta: _wm_condition","Meta: _wm_accepts_mercadopago","Meta: _wm_warranty","Meta: _wm_manufacturing_time","Meta: _wm_limit_per_sales","Meta: _wm_shipping_local_pick_up","Meta: _wm_shipping_free_shipping","Meta: _wm_shipping_mode","Meta: _wm_shipping_flex","Meta: _wm_logistic_type","Meta: _wm_catalogue","Meta: _wm_catalog_product_id","Meta: _wm_catalogue_relations","Meta: _wm_updated","Meta: _wm_updated_user","Meta: woolentor_views_count_product","Meta: _wccat_auto_categorized","Meta: _wccat_rule_id","Meta: _wccat_in_discount_cat","Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1","Meta: _wm_costs","Nombre del atributo 2","Valor(es) del atributo 2","Atributo visible 2","Atributo global 2","Meta: woolentor_total_stock_quantity","Meta: _saleflash_text","Meta: _wm_description_meli","Meta: _wm_custom_title_field","Meta: _wm_official_store_id","Meta: _wm_variation_price","Meta: _wm_type_price","Meta: site-sidebar-layout","Meta: ast-site-content-layout","Meta: site-content-style","Meta: site-sidebar-style","Meta: theme-transparent-header-meta","Meta: astra-migrate-meta-layouts","Meta: _wm_item","Nombre del atributo 3","Valor(es) del atributo 3","Atributo visible 3","Atributo global 3","Nombre del atributo 4","Valor(es) del atributo 4","Atributo visible 4","Atributo global 4","Nombre del atributo 5","Valor(es) del atributo 5","Atributo visible 5","Atributo global 5","Nombre del atributo 6","Valor(es) del atributo 6","Atributo visible 6","Atributo global 6","Nombre del atributo 7","Valor(es) del atributo 7","Atributo visible 7","Atributo global 7","Atributo por defecto 1","Atributo por defecto 2","Atributo por defecto 3","Atributo por defecto 4","Atributo por defecto 5","Atributo por defecto 6"
351,simple,PIME_ADB_02,,"Maquina Hacer Algodon Dulce Monofasica 150 Unid X Hora Alum",1,0,visible,,"MAQUINA HACER ALGODON DULCE MONOFASICA 150 UNID. X HORA ALUMINIO <br /> Marca: BRAESI PIME_ADB-02 <br /><br />MARCA: BRAESI<br />MODELO: ADB-02<br />ESTRUCTURA EN CHAPA DE ACERO CON FINA TERMINACIÓN EN PINTURA EPOXI<br />TACHO EN ALUMINIO<br />RESISTENCIA BLINDADA (SISTEMA EXCLUSIVO)<br />CONTROL DE TEMPERATURA (POTENCIÓMETRO)<br />PANEL DE CONTROL GENERAL/MOTOR, POTENCIÓMETRO Y FUSIBLE<br />VOLTAJE: 220 V<br />CAPACIDAD: 150 UNIDADES HORA/APROX<br />MEDIDAS: 390 X530 X 490 MM<br /> MOTOR: MONOFÁSICO 1/4 CV<br />PESO LIQUIDO: 14 KG<br />PESO BRUTO: 17 KG - <br />** Imágenes meramente ilustrativas ** <br /><br />SOMOS TODOGASTRO UY<br /><br />NOS UBICAMOS EN:<br />- Aguada<br /><br />HORARIOS DE ATENCIÓN:<br />- Lunes a Viernes de 8:30 a 17:15 hs",,,taxable,,1,977,,0,0,5,30,30,30,1,,,"442,00","Elaboración > Otros > Dulces y helados",,,https://todogastro.com.uy/wp-content/uploads/2024/12/D_781179-MLU75256261380_032024-F.jpg,,,,,,,,,0,,MLU673589830,2,,1685779427,,,true,,2026-08-15T23:23:48.764Z,,1,'-1,marketplace,marketplace,MLU-COTTON_CANDY_MACHINES,1,true,active,1,https://articulo.mercadolibre.com.uy/MLU-673589830-maquina-hacer-algodon-dulce-monofasica-150-unid-x-hora-alum-_JM,USD,USD,buy_it_now,gold_special,gold_special,2230284,yes,"Garantía del vendedor: 6 meses",,,yes,yes,me2,yes,xd_drop_off,with_catalogue,MLU28135610,MLU675580360,"26-08-16 08:30:21",system,1856,1,33,,,,,,,,,,
353,simple,UNQ_HEF81A,,"Fritador Freidora Electrico Una Cuba 6 Lt con Tapa Comercial",1,0,visible,,"FRITADOR FREIDORA ELECTRICO UNA CUBA 6 LT CON TAPA COMERCIAL <br /> Marca: UNIQUE UNQ_HEF81A <br /><br />TAMAÑO: 275 X 460 X 300 MM. <br />CAPACIDAD: 6LT.<br />VOLTAJE: 220-240V / 50-60HZ <br />POTENCIA: 2.5 KW <br />PESO: 4.5 KG.<br /><br />INCLUYE: <br />- REGULADOR DE TEMPERATURA Y TERMOSTATO<br />- TAPA PROTECTORA - <br />** Imágenes meramente ilustrativas ** <br /><br />SOMOS TODOGASTRO UY<br /><br />NOS UBICAMOS EN:<br />- Aguada<br /><br />HORARIOS DE ATENCIÓN:<br />- Lunes a Viernes de 8:30 a 17:15 hs",,,taxable,,0,0,,0,0,5,30,30,30,1,,,"3070,00","Cocción > Calor > Freidoras",,,"https://todogastro.com.uy/wp-content/uploads/2024/12/D_681937-MLU74678052573_022024-F.jpg, https://todogastro.com.uy/wp-content/uploads/2025/01/D_834090-MLU81819409556_012025-F.jpg, https://todogastro.com.uy/wp-content/uploads/2025/01/D_962063-MLU81819283434_012025-F.jpg",,,,,,,,,0,,MLU672216910,3,,1685779427,,,true,,2026-06-29T19:35:29.737Z,,1,'-1,marketplace,marketplace,MLU-OIL_DEEP_FRYERS,13,true,paused,1,https://articulo.mercadolibre.com.uy/MLU-672216910-fritador-freidora-electrico-una-cuba-6-lt-con-tapa-comercial-_JM,UYU,UYU,buy_it_now,gold_special,gold_special,2230284,yes,"Garantía del vendedor: 6 meses",,,yes,yes,me2,yes,xd_drop_off,with_catalogue,MLU20962524,MLU685115580,"26-08-16 03:15:08",system,2484,1,3,1,,,,,,,,,
355,simple,F2B10,,"Anafe Paellero a Gas con Doble Quemador Independiente Progas",1,0,visible,,"** Imágenes meramente ilustrativas **<br /><br />SOMOS TODOGASTRO UY<br /><br />NOS UBICAMOS EN:<br />- Aguada<br /><br />HORARIOS DE ATENCIÓN:<br />- Lunes a Viernes de 8:30 a 17:15 hs<br /><br />Garantía del vendedor: 6 meses<br /><br />ANAFE PAELLERO A GAS CON DOBLE QUEMADOR PROGAS<br /><br />Características:<br />Modelo:F2B10<br />-Pintura epoxi<br />-Pallero a gas con doble quemador independiente<br />-Baral cromado<br />-Llama simple con base<br />-Medidas: 0.37 x 0.50 x 0.71 m",,,taxable,,1,85,,0,0,5,30,30,30,1,,,"46,00","Cocción > Calor > Anafes y quemadores",,,"https://todogastro.com.uy/wp-content/uploads/2024/12/D_779960-MLU78187333608_082024-F.jpg, https://todogastro.com.uy/wp-content/uploads/2025/03/D_845261-MLU82629573340_032025-F.jpg, https://todogastro.com.uy/wp-content/uploads/2025/03/D_957693-MLU82916506489_032025-F.jpg",,,,,,,,,0,,MLU643556469,4,,1685779427,,,true,,2026-07-30T13:31:51.905Z,,1,'-1,marketplace,marketplace,MLU-INDUSTRIAL_AND_COMMERCIAL_EQUIPMENT,15,true,active,1,https://articulo.mercadolibre.com.uy/MLU-643556469-anafe-paellero-a-gas-con-doble-quemador-independiente-progas-_JM,USD,USD,buy_it_now,gold_special,gold_special,2230284,yes,"Garantía del vendedor: 6 meses",,,yes,no,me1,,default,not_catalogue,,,"26-08-16 01:20:42",system,2180,1,1,,,,,,,,,,
357,simple,PIME_GPEA_110R_TI,,"Vitrina 110m Aurora Refrigerada Vidrio Recto",1,0,visible,,"VITRINA 1,10M AURORA REFRIGERADA VIDRIO RECTO <br /> PIME_GPEA_110R_TI <br /><br />Vitrina Refrigerada Confitería Doble Función<br />Conservación y Exposición de tortas, pasteles, dulces y repostería<br />Conservación y Exposición de bebidas, embutidos y lácteos<br />Refrigeración: Estática con evaporador de aletas<br />Temperatura: Pasteles: +5C a +10C<br />Bebidas: 0 a +7C<br />Descongelación: Manual<br />Control de temperatura: Termostato<br />Revestimiento Externo: Gabinete: Monobloc en acero prepintado<br />Iluminación LED (interna), con interruptor<br />Puerto(s) inyectado(s) en PSAI<br />Estantes: 2 niveles, cableados<br />pies niveladores<br />Vidrio templado sujeto a la condensación de la humedad del aire - <br />** Imágenes meramente ilustrativas ** <br /><br />SOMOS TODOGASTRO UY<br /><br />NOS UBICAMOS EN:<br />- Aguada<br /><br />HORARIOS DE ATENCIÓN:<br />- Lunes a Viernes de 8:30 a 17:15hs",,,taxable,,1,9,,0,0,5,30,30,30,1,,,"1244,00","Refrigeración > Exhibición > Vitrinas",,,"https://todogastro.com.uy/wp-content/uploads/2025/10/D_946699-MLU95965168224_102025-F.jpg, https://todogastro.com.uy/wp-content/uploads/2025/10/D_782874-MLU95965515712_102025-F.jpg, https://todogastro.com.uy/wp-content/uploads/2025/10/D_834771-MLU95964463722_102025-F.jpg, https://todogastro.com.uy/wp-content/uploads/2025/10/D_916857-MLU96407892249_102025-F.jpg",,,,,,,,,0,,MLU637166675,5,,1685779427,,,true,,2026-07-18T19:23:37.408Z,,0.66,'-1,marketplace,marketplace,MLU-REFRIGERATED_DISPLAYS,1,true,active,1,https://articulo.mercadolibre.com.uy/MLU-637166675-vitrina-110m-aurora-refrigerada-vidrio-recto-_JM,USD,USD,buy_it_now,gold_special,gold_special,2230284,yes,"Garantía del vendedor: 6 meses",,,yes,no,me1,,default,not_catalogue,,,"26-08-16 02:10:45",system,2122,1,40,,,,,,,,,,
359,simple,PIME_158,,"Fritadora a Gas Lundar Gf 72",1,0,visible,,"FRITADORA A GAS LUNDAR GF-72 <br /> Marca: LUNDAR <br /><br />CAPACIDAD: 12 LITROS (6+6)<br />SÓLO ACEITE<br />MARCA: LUNDAR<br />MODELO GF-72<br />ORIGEN: CHINA<br />MEDIDAS: 0.58 X 0.47 X 0.47M<br />CONSTRUIDA EN ACERO INOXIDABLE<br />DOS CUBAS - <br />** Imágenes meramente ilustrativas ** <br /><br />SOMOS TODOGASTRO UY<br /><br />NOS UBICAMOS EN:<br />- Aguada<br /><br />HORARIOS DE ATENCIÓN:<br />- Lunes a Viernes de 8:30 a 17:15hs",,,taxable,,0,0,,0,0,5,30,30,30,1,,,"287,50","Cocción > Calor > Freidoras",,,"https://todogastro.com.uy/wp-content/uploads/2024/12/D_687743-MLU75021259910_032024-F.jpg, https://todogastro.com.uy/wp-content/uploads/2025/06/D_903407-MLU85717286546_062025-F.jpg, https://todogastro.com.uy/wp-content/uploads/2025/06/D_701509-MLU85717306860_062025-F.jpg",,,,,,,,,0,,MLU673639888,3,,1685779427,,,true,,2026-05-09T16:38:04.844Z,,0.77,'-1,marketplace,marketplace,MLU-OIL_DEEP_FRYERS,13,true,paused,1,https://articulo.mercadolibre.com.uy/MLU-673639888-fritadora-a-gas-lundar-gf-72-_JM,USD,USD,buy_it_now,gold_special,gold_special,2230284,yes,"Garantía del vendedor: 6 meses",,,yes,yes,me2,yes,xd_drop_off,not_catalogue,,,"26-08-16 05:25:44",system,1809,1,3,,,,,,,,,,
361,simple,DALO_ETV10L,,"Embutidora Vertical Automatica 10 Litros Demet",1,0,visible,,"'-------oOO-------------------<br /> EMBUTIDORA VERTICAL AUTOMATICA 10 LITROS DEMET <br /> Marca: DEMET DALO_ETV10L <br />-------------------------------------------------------o0O0---------- <br />MODELO ETV 10L<br /><br />CONSTRUIDA EN ACERO INOX.<br /><br />EMBUTIDO AUTOMÁTICA, ELÉCTRICA 220 V / CONSUMO 0.12 KW /H<br /><br />MEDIDAS F 416 * P 316* ALTO 668 MM / TACHO 22 D X 26 ALTO<br /><br />CAPACIDAD 10 LTS // 7 KG. - <br />** Imágenes meramente ilustrativas ** <br />-------------------------------------------------------o0O0----------<br />---------------------------------------------------------------------------------------------------------------------<br />SOMOS TODOGASTRO UY<br />---------------------------------------------------------------------------------------------------------------------<br />FORMAS DE PAGO:<br /><br />- Abitab, Redpagos<br />- Transferencias Brou, Itau, Scotia, Bbva, Santander<br />- Tarjeta de crédito a través de Mercado Pago<br />- Aceptamos todas las tarjetas por el POS o haciendo entregas dentro de Montevideo y Ciudad de la costa<br /><br />---------------------------------------------------------------------------------------------------------------------<br />FORMAS DE ENVÍO<br /><br />- Envíos a todo el país por la Agencia de Encomienda que usted prefiera!<br />- Se puede retirar el producto, estamos en la zona de la aguada<br />- Hacemos Envíos nosotros mismos dentro de Montevideo y ciudad de la costa!<br />---------------------------------------------------------------------------------------------------------------------<br />NOS UBICAMOS EN:<br /><br />- Aguada<br />---------------------------------------------------------------------------------------------------------------------<br />HORARIOS DE ATENCIÓN:<br /><br />- Lunes a Viernes de 9 a 13 y 14 a 18 hs<br />- Sábados 9 a 13 hs",,,taxable,,0,0,,0,0,5,30,30,30,1,,,"691,00","Elaboración > Carnes > Embutidoras",,,https://todogastro.com.uy/wp-content/uploads/2024/12/D_978243-MLU74556958728_022024-F.jpg,,,,,,,,,0,,MLU637226067,6,,1685779427,,,true,,2025-08-26T17:24:17.677Z,,0.87,'-1,marketplace,marketplace,MLU-MANUAL_SAUSAGE_STUFFERS,0,true,paused,1,https://articulo.mercadolibre.com.uy/MLU-637226067-embutidora-vertical-automatica-10-litros-demet-_JM,USD,USD,buy_it_now,gold_special,gold_special,2230284,yes,"Garantía del vendedor: 6 meses",,,yes,yes,me2,yes,self_service,not_catalogue,,,"26-08-16 08:10:30",system,1428,1,25,,,,,,,,,,
363,simple,GEL_FVENX2260,,"Freezer Vertical Enxuta 60 Litros con Canastos Fvenx2260 Tg",1,0,visible,,"** Imágenes meramente ilustrativas **<br /><br />SOMOS TODOGASTRO UY<br /><br />NOS UBICAMOS EN:<br /> Aguada<br /><br />HORARIOS DE ATENCIÓN:<br />- Lunes a Viernes de 8:30 a 17:15 hs<br /><br />En este freezer Enxuta podés guardar grandes cantidades de alimentos, por largos períodos de tiempo en condiciones óptimas sin preocuparte por desperdiciar comida.<br /><br />Ubicala donde quieras<br />Al tener puerta reversible, vas a poder acomodar tu freezer en ese lugar que tenías pensado pero que quizás habías desestimado por falta de espacio. Ahora vas a decidir en qué sentido abrirlo de acuerdo a tus preferencias.<br /><br />Eficiencia y ahorro<br />Gracias a la eficiencia energética A vas a aprovechar al máximo su rendimiento ya que ahorra un 45% de consumo.",,,taxable,,1,77,,0,0,5,30,30,30,1,,,"249,00","Refrigeración > Almacenamiento > Freezers",,,"https://todogastro.com.uy/wp-content/uploads/2025/09/D_709624-MLU92312889020_092025-F.jpg, https://todogastro.com.uy/wp-content/uploads/2024/12/D_971031-MLU70838786781_082023-F.jpg, https://todogastro.com.uy/wp-content/uploads/2024/12/D_936420-MLU74431377904_022024-F.jpg, https://todogastro.com.uy/wp-content/uploads/2024/12/D_807096-MLU70838786809_082023-F.jpg",,,,,,,,,0,,MLU693987566,7,,1685779427,,,true,,2026-05-28T20:19:41.805Z,,1,'-1,marketplace,marketplace,MLU-FREEZERS,2,true,active,1,https://articulo.mercadolibre.com.uy/MLU-693987566-freezer-vertical-enxuta-60-litros-con-canastos-fvenx2260-tg-blanco-_JM,USD,USD,buy_it_now,gold_special,gold_special,2230284,yes,"Garantía del vendedor: 6 meses",,,yes,yes,me2,yes,self_service,with_catalogue,MLU25686195,MLU694104404,"26-08-16 05:00:35",system,1689,1,37,,Color,Blanco,1,1,,,,,
369,simple,JAMES_7352,,"Freezer Heladera James 210 Horizontal Color Blanco 198l",1,0,visible,,"** Imágenes meramente ilustrativas **<br /><br />SOMOS TODOGASTRO UY<br /><br />NOS UBICAMOS EN:<br />- Aguada<br /><br />HORARIOS DE ATENCIÓN:<br />- Lunes a Viernes de 8:30 a 17:15 hs<br /><br />En este freezer James podés guardar grandes cantidades de alimentos, por largos períodos de tiempo en condiciones óptimas sin preocuparte por desperdiciar comida.<br />Color: Blanco<br />Sistema de enfriamiento: Frío húmedo<br />Categoría: Horizontal<br />Doble acción: Freezer o refrigerador<br />Capacidad útil: 198 L<br />Eficiencia energética: B<br />Dimensiones ancho x profundidad x altura): 805 x 555 x 850 mm",,,taxable,,0,0,,0,0,5,30,30,30,1,,,"335,00","Refrigeración > Almacenamiento > Freezers",,,"https://todogastro.com.uy/wp-content/uploads/2025/12/D_935258-MLU92301887026_092025-F.jpg, https://todogastro.com.uy/wp-content/uploads/2025/12/D_698995-MLU86817815836_072025-F.jpg, https://todogastro.com.uy/wp-content/uploads/2025/12/D_616511-MLU86817786200_072025-F.jpg",,,,,,,,,0,,MLU644814663,7,,1685779427,,,true,,2026-07-26T18:17:21.852Z,,1,'-1,marketplace,marketplace,MLU-FREEZERS,0,true,paused,1,https://articulo.mercadolibre.com.uy/MLU-644814663-freezer-heladera-james-210-horizontal-inverter-198l-fhj-210m-blanco-_JM,USD,USD,buy_it_now,gold_special,gold_special,2230284,yes,"Garantía del vendedor: 6 meses",,,yes,yes,me2,yes,self_service,with_catalogue,MLU22226738,MLU644775795,"26-08-16 01:50:48",system,1628,1,37,,Color,Blanco,1,1,,,,,
372,simple,PIME_EGD_20,,"Sandwichera Electrica Grillada C Doble Prensa Lundar",1,0,visible,,"Sandwichera Electrica Grillada C/ Doble Prensa. Lundar<br /><br />Modelo: EGD-20<br />Marca: Lundar<br />Doble prensa grillada: sí<br />Resistencia: superior e inferior<br />Termostato: de corte<br />Temporizador: digital con alarma<br />Estructura: acero inoxidable<br />Peso: 15 kg<br />Voltaje: automático 127/220v<br />Consumo: 1,8 kW/h<br />Medidas (an x pr x al): 57 x 36 x 20 cm<br />** Imágenes meramente ilustrativas ** <br /><br />SOMOS TODOGASTRO UY<br /><br />NOS UBICAMOS EN:<br />- Aguada<br /><br />HORARIOS DE ATENCIÓN:<br />- Lunes a Viernes de 8:30 a 17:15 hs",,,taxable,,1,997,,0,0,5,30,30,30,1,,,"375,00","Cocción > Bocadillos > Sandwiches y tostados",,,https://todogastro.com.uy/wp-content/uploads/2025/09/D_705453-MLU92301893082_092025-F.jpg,,,,,,,,,0,,MLU643894799,8,,1685779427,,,true,,2026-06-18T19:36:46.554Z,,1,'-1,marketplace,marketplace,MLU-ELECTRIC_SANDWICH_MAKERS,2,true,active,1,https://articulo.mercadolibre.com.uy/MLU-643894799-sandwichera-electrica-grillada-c-doble-prensa-lundar-plateado-_JM,USD,USD,buy_it_now,gold_special,gold_special,2230284,yes,"Garantía del vendedor: 6 meses",,,yes,yes,me2,yes,xd_drop_off,not_catalogue,,,"26-08-16 03:25:31",system,2414,1,9,,Color,Plateado,1,1,,,,,
375,simple,PIME_EGD_14,,"Sandwichera Electrica Grillada con Prensa",1,0,visible,,"SANDWICHERA ELECTRICA GRILLADA CON PRENSA <br /> Marca: LUNDAR PIME_EGD_14 <br /><br />SANDWICHERA ELECTRICA GRILLADA CON PRENSA<br />DIMENSIÓN ÚTIL: 0.34 X 0.24M<br />MEDIDAS 0.43 X 0.32 X 0.20 M - <br />** Imágenes meramente ilustrativas ** <br /><br />SOMOS TODOGASTRO UY<br /><br />NOS UBICAMOS EN:<br />- Aguada<br /><br />HORARIOS DE ATENCIÓN:<br />- Lunes a Viernes de 8:30 a 17:15 hs",,,taxable,,1,91,,0,0,5,30,30,30,1,,,"288,00","Cocción > Bocadillos > Sandwiches y tostados",,,"https://todogastro.com.uy/wp-content/uploads/2024/12/D_789158-MLU78456579278_082024-F.jpg, https://todogastro.com.uy/wp-content/uploads/2025/04/D_945008-MLU84036703105_042025-F.jpg, https://todogastro.com.uy/wp-content/uploads/2025/04/D_669061-MLU84037079243_042025-F.jpg",,,,,,,,,0,,MLU680490224,8,,1685779427,,,true,,2026-06-09T03:28:06.409Z,,0.77,'-1,marketplace,marketplace,MLU-ELECTRIC_SANDWICH_MAKERS,9,true,active,1,https://articulo.mercadolibre.com.uy/MLU-680490224-sandwichera-electrica-grillada-con-prensa-_JM,USD,USD,buy_it_now,gold_special,gold_special,2230284,yes,"Garantía del vendedor: 6 meses",,,yes,yes,me2,yes,xd_drop_off,not_catalogue,,,"26-08-16 04:25:41",system,2150,1,9,,,,,,,,,,
